Inventory Number,Title,Note,Length,Width,Height,Weight,Seller Cost,Supplier,Bulbs Included,Bulb Type,Position,Attribute4Name,Partslink Number,OEM Number,Item SKU,Item SKU,
PLX-M0-20-9022-00-9,For 2009-2011 Honda FIT Headlight Driver and Passenger Side CAPA w/Bulbs,"<b>Product Info:</b><br>Brand: KarParts360<br>Part: HeadLight<br>Position: Driver and Passenger Side<br>Sold As Pair<br><br><b>Product Interchange:</b><br>Partslink Number: HO2502137, HO2503137<br>OEM Number: 33150-TK6-A11, 33100-TK6-A11<br><br><b>Aftermarket Replacement Parts:</b><br><br>Each component undergoes comprehensive evaluation and inspection to meet our stringent safety standards and high-quality criteria, ensuring it meets OEM specifications.<br><br><b>Built for Durability:</b><br><br>Made from high-quality materials, this product has been rigorously tested to ensure long-lasting performance.<br><br>Please verify that the OEM # or Partslink # matches exactly before purchasing to ensure proper fitment.",15.26,22.4,22.4,20.2,171.17,TYC,Yes,Halogen,Driver and Passenger Side,PARTSLINK Number,"HO2502137 , HO2503137",33150-TK6-A11,20-9022-00-9,20-9021-00-9,
PLX-M0-20-9022-00-9-CL360A1,For 2009-2011 Honda Fit Headlight Driver & Passenger Side Pair CAPA,"<b>Product Info:</b><br>Brand: KarParts360<br>Part: HeadLight<br>Position: Driver and Passenger Side<br>Sold As Pair<br><br><b>Product Interchange:</b><br>Partslink Number: HO2502137, HO2503137<br>OEM Number: 33150-TK6-A11, 33100-TK6-A11<br><br><b>Aftermarket Replacement Parts:</b><br><br>Each component undergoes comprehensive evaluation and inspection to meet our stringent safety standards and high-quality criteria, ensuring it meets OEM specifications.<br><br><b>Built for Durability:</b><br><br>Made from high-quality materials, this product has been rigorously tested to ensure long-lasting performance.<br><br>Please verify that the OEM # or Partslink # matches exactly before purchasing to ensure proper fitment.",15.26,22.4,22.4,20.2,171.17,TYC,Yes,Halogen,Driver and Passenger Side,PARTSLINK Number,"HO2502137 , HO2503137",33150-TK6-A11,20-9022-00-9,20-9021-00-9,
PLX-M0-20-9022-80-1,For 2012-2014 Honda FIT Headlight Driver and Passenger Side DOT w/ Bulbs,"<b>Product Info:</b><br>Brand: KarParts360<br>Part: HeadLight<br>Position: Driver and Passenger Side<br>Sold As Pair<br><br><b>Product Interchange:</b><br>Partslink Number: HO2502146, HO2503146<br>OEM Number: 33150-TK6-A51, 33100-TK6-A51<br><br><b>Aftermarket Replacement Parts:</b><br><br>Each component undergoes comprehensive evaluation and inspection to meet our stringent safety standards and high-quality criteria, ensuring it meets OEM specifications.<br><br><b>Built for Durability:</b><br><br>Made from high-quality materials, this product has been rigorously tested to ensure long-lasting performance.<br><br>Please verify that the OEM # or Partslink # matches exactly before purchasing to ensure proper fitment.",15.02,21.92,21.92,18.68,165.88,TYC,Yes,Halogen,Driver and Passenger Side,PARTSLINK Number,"HO2502146 , HO2503146",33150-TK6-A51,20-9022-80,20-9021-80,
PLX-M0-20-9022-80-9-CL360A55,For Honda Fit 2012 2013 2014 Headlight Driver and Passenger Side | Pair | CAPA,"<b>Product Info:</b><br>- Brand: KarParts360<br>- Part: Headlights<br>- Position: Driver and Passenger Side<br>- Sold As Pair<br>- Bulb Type: Halogen<br>- Certification: CAPA Certified<br>- Lens Material: Plastic<br>- Housing Material: Plastic<br><br><b>Product Interchange:</b><br>- Partslink Numbers: HO2502146, HO2503146<br>- OEM Numbers: 33150TK6A51, 33100TK6A51<br><br><b>Premium Aftermarket Replacement Parts:</b><br>- Exact fit to original equipment manufacturer<br>- All of our items are DOT and SAE certified<br><b><br><b>Made To Last:</b><br>- This item is constructed with high quality material and rigorously tested to ensure structural strength and integrity.<br><b><br>- Please confirm OEM # or Partslink # matches exactly before purchasing, otherwise, the item might not fit.<br><br>- To ensure a safe delivery, please note signature might be required for $200+ orders.",31.11,15.02,21.94,19.08,217.92,TYC,,Halogen,Driver and Passenger Side,PARTSLINK Number,"HO2502146 , HO2503146",33150-TK6-A51,20-9022-80-9,20-9021-80-9,
PLX-M0-20-9022-80-CL360A55,For Honda Fit Sport Headlight 2012 2013 Pair Driver and Passenger Side HO2502146,"<b>Product Info:</b><br>Brand: KarParts360<br>Part: Headlight<br>Position: Driver and Passenger Side<br>Sold As Pair<br><br><b>Product Interchange:</b><br>Partslink Number: HO2502146, HO2503146<br>OEM Number: 33150-TK6-A51, 33100-TK6-A51<br><br><b>Aftermarket Replacement Parts:</b><br><br>Each component undergoes comprehensive evaluation and inspection to meet our stringent safety standards and high-quality criteria, ensuring it meets OEM specifications.<br><br><b>Built for Durability:</b><br><br>Made from high-quality materials, this product has been rigorously tested to ensure long-lasting performance.<br><br>Please verify that the OEM # or Partslink # matches exactly before purchasing to ensure proper fitment.",31.11,15.02,21.92,18.68,182.64,TYC,Yes,Halogen,Driver and Passenger Side,PARTSLINK Number,"HO2502146 , HO2503146",33150-TK6-A51,20-9022-80,20-9021-80,
PLX-M0-20-9022-90-1,For 2009-2014 Honda FIT Headlight Pair Driver and Passenger Side DOT w/ Bulbs,"<b>Product Info:</b><br>Brand: KarParts360<br>Part: HeadLight<br>Position: Driver and Passenger Side<br>Sold As Pair<br><br><b>Product Interchange:</b><br>Partslink Number: HO2502138, HO2503138<br>OEM Number: 33150-TK6-A01, 33100-TK6-A01<br><br><b>Aftermarket Replacement Parts:</b><br><br>Each component undergoes comprehensive evaluation and inspection to meet our stringent safety standards and high-quality criteria, ensuring it meets OEM specifications.<br><br><b>Built for Durability:</b><br><br>Made from high-quality materials, this product has been rigorously tested to ensure long-lasting performance.<br><br>Please verify that the OEM # or Partslink # matches exactly before purchasing to ensure proper fitment.",15.02,21.92,21.92,18.68,95.54,TYC,Yes,Halogen,Driver and Passenger Side,PARTSLINK Number,"HO2502138 , HO2503138",33150-TK6-A01,20-9022-90,20-9021-90-9,
PLX-M0-20-9022-90-1-CL360A1,For 2009 - 2013 Honda Fit Headlight Driver & Passenger Side Pair DOT,"<b>Product Info:</b><br>Brand: KarParts360<br>Part: HeadLight<br>Position: Driver and Passenger Side<br>Sold As Pair<br><br><b>Product Interchange:</b><br>Partslink Number: HO2502138, HO2503138<br>OEM Number: 33150-TK6-A01, 33100-TK6-A01<br><br><b>Aftermarket Replacement Parts:</b><br><br>Each component undergoes comprehensive evaluation and inspection to meet our stringent safety standards and high-quality criteria, ensuring it meets OEM specifications.<br><br><b>Built for Durability:</b><br><br>Made from high-quality materials, this product has been rigorously tested to ensure long-lasting performance.<br><br>Please verify that the OEM # or Partslink # matches exactly before purchasing to ensure proper fitment.",15.02,21.92,21.92,18.68,95.54,TYC,Yes,Halogen,,PARTSLINK Number,"HO2502138 , HO2503138",33150-TK6-A01,20-9022-90,20-9021-90-9,
PLX-M0-20-9022-90-1-CL360A2,For Honda Fit Headlight 2009-2014 Pair Driver and Passenger Side DOT HO2502138,"<b>Product Info:</b><br>Brand: KarParts360<br>Part: Headlight<br>Position: Driver and Passenger Side<br>Sold As Pair<br><br><b>Product Interchange:</b><br>Partslink Number: HO2502138, HO2503138<br>OEM Number: 33150-TK6-A01, 33100-TK6-A01<br><br><b>Aftermarket Replacement Parts:</b><br><br>Each component undergoes comprehensive evaluation and inspection to meet our stringent safety standards and high-quality criteria, ensuring it meets OEM specifications.<br><br><b>Built for Durability:</b><br><br>Made from high-quality materials, this product has been rigorously tested to ensure long-lasting performance.<br><br>Please verify that the OEM # or Partslink # matches exactly before purchasing to ensure proper fitment.",31.11,15.02,21.92,18.68,95.54,TYC,Yes,Halogen,,PARTSLINK Number,"HO2502138 , HO2503138",33150-TK6-A01,20-9022-90,20-9021-90-9,
PLX-M0-20-9022-90-9-CL360A55,For Honda Fit 2009 10 11 12 2013 Headlight Driver and Passenger Side Pair | CAPA,"<b>Product Info:</b><br>- Brand: KarParts360<br>- Part: Headlights<br>- Position: Driver and Passenger Side<br>- Sold As Pair<br>- Bulb Type: Halogen<br>- Certification: CAPA Certified<br>- Lens Material: Plastic<br>- Housing Material: Plastic<br><br><b>Product Interchange:</b><br>- Partslink Numbers: HO2502138, HO2503138<br>- OEM Numbers: 33150TK6A01, 33100TK6A01<br><br><b>Premium Aftermarket Replacement Parts:</b><br>- Exact fit to original equipment manufacturer<br>- All of our items are DOT and SAE certified<br><b><br><b>Made To Last:</b><br>- This item is constructed with high quality material and rigorously tested to ensure structural strength and integrity.<br><b><br>- Please confirm OEM # or Partslink # matches exactly before purchasing, otherwise, the item might not fit.<br><br>- To ensure a safe delivery, please note signature might be required for $200+ orders.",31.11,15.02,21.94,19.08,157.38,TYC,,Halogen,Driver and Passenger Side,PARTSLINK Number,"HO2502138 , HO2503138",33150-TK6-A01,20-9022-90-9,20-9021-90-9,
PLX-M0-20-9024-00-1-CL360A1,For 2008 09 10 11 2012 Buick Enclave Headlight Pair HID Type w/ Ballast DOT,"<b>Product Info:</b><br>Brand: KarParts360<br>Part: Headlight<br>Position: Driver and Passenger Side<br>Sold As Pair<br><br><b>Product Interchange:</b><br>Partslink Number: GM2502311, GM2503311<br>OEM Number: 22777955, 19351935<br><br><b>Aftermarket Replacement Parts:</b><br><br>Each component undergoes comprehensive evaluation and inspection to meet our stringent safety standards and high-quality criteria, ensuring it meets OEM specifications.<br><br><b>Built for Durability:</b><br><br>Made from high-quality materials, this product has been rigorously tested to ensure long-lasting performance.<br><br>Please verify that the OEM # or Partslink # matches exactly before purchasing to ensure proper fitment.",29.92,17.4,23.12,23.26,521.8,TYC,,High Intensity Discharge (HID),Driver and Passenger Side,PARTSLINK Number,"GM2502311 , GM2503311",22777955,20-9024-00,20-9023-00,
PLX-M0-20-9024-00-9-CL360A55,For Buick Enclave 2008-2012 Headlight Driver and Passenger Side | Pair CAPA HID,"<b>Product Info:</b><br>- Brand: KarParts360<br>- Part: Headlights<br>- Position: Driver and Passenger Side<br>- Sold As Pair<br>- Bulb Type: HID<br>- Lens Color: Clear<br>- Housing Material: Plastic<br>- Lens Material: Plastic<br>- CAPA Certified<br><br><b>Product Interchange:</b><br>- Partslink Numbers: GM2502311, GM2503311<br>- OEM Numbers: 19351936, 19351937<br><br><b>Premium Aftermarket Replacement Parts:</b><br>- Exact fit to original equipment manufacturer<br>- All of our items are DOT and SAE certified<br><b><br><b>Made To Last:</b><br>- This item is constructed with high quality material and rigorously tested to ensure structural strength and integrity.<br><b><br>- Please confirm OEM # or Partslink # matches exactly before purchasing, otherwise, the item might not fit.<br><br>- To ensure a safe delivery, please note signature might be required for $200+ orders.",29.68,17.17,22.64,24.74,625.02,TYC,,High Intensity Discharge (HID),Driver and Passenger Side,PARTSLINK Number,"GM2502311 , GM2503311",19351936,20-9024-00-9,20-9023-00-9,
PLX-M0-20-9024-00-CL360A55,For Buick Enclave Headlight 2008-2012 Pair Driver &Passenger Side HID w/ Ballast,"<b>Product Info:</b><br>Brand: KarParts360<br>Part: Headlight<br>Position: Driver and Passenger Side<br>Sold As Pair<br><br><b>Product Interchange:</b><br>Partslink Number: GM2502311, GM2503311<br>OEM Number: 22777955, 19351935<br><br><b>Aftermarket Replacement Parts:</b><br><br>Each component undergoes comprehensive evaluation and inspection to meet our stringent safety standards and high-quality criteria, ensuring it meets OEM specifications.<br><br><b>Built for Durability:</b><br><br>Made from high-quality materials, this product has been rigorously tested to ensure long-lasting performance.<br><br>Please verify that the OEM # or Partslink # matches exactly before purchasing to ensure proper fitment.",29.92,17.4,23.12,23.26,595.58,TYC,Yes,High Intensity Discharge (HID),Driver and Passenger Side,PARTSLINK Number,"GM2502311 , GM2503311",22777955,20-9024-00,20-9023-00,
PLX-M0-20-9026-01-1,For 2009 2010 Mazda 6 Headlight Driver and Passenger Side DOT,"<b>Product Info:</b><br>Brand: KarParts360<br>Part: HeadLight<br>Position: Driver and Passenger Side<br>Sold As Pair<br><br><b>Product Interchange:</b><br>Partslink Number: MA2518127, MA2519127<br>OEM Number: GS3L-51-0L0G, GS3L-51-0K0G<br><br><b>Aftermarket Replacement Parts:</b><br><br>Each component undergoes comprehensive evaluation and inspection to meet our stringent safety standards and high-quality criteria, ensuring it meets OEM specifications.<br><br><b>Built for Durability:</b><br><br>Made from high-quality materials, this product has been rigorously tested to ensure long-lasting performance.<br><br>Please verify that the OEM # or Partslink # matches exactly before purchasing to ensure proper fitment.",14.3,21.46,21.46,17.38,374.94,TYC,No,Halogen,Driver and Passenger Side,PARTSLINK Number,"MA2518127 , MA2519127",GS3L-51-0L0G,20-9026-01,20-9025-01,
PLX-M0-20-9026-01-1-CL360A1,For 2009 2010 Mazda 6 Headlight Assembly Driver and Passenger Side DOT,"<b>Product Info:</b><br>Brand: KarParts360<br>Part: HeadLight<br>Position: Driver and Passenger Side<br>Sold As Pair<br><br><b>Product Interchange:</b><br>Partslink Number: MA2518127, MA2519127<br>OEM Number: GS3L-51-0L0G, GS3L-51-0K0G<br><br><b>Aftermarket Replacement Parts:</b><br><br>Each component undergoes comprehensive evaluation and inspection to meet our stringent safety standards and high-quality criteria, ensuring it meets OEM specifications.<br><br><b>Built for Durability:</b><br><br>Made from high-quality materials, this product has been rigorously tested to ensure long-lasting performance.<br><br>Please verify that the OEM # or Partslink # matches exactly before purchasing to ensure proper fitment.",14.3,21.46,21.46,17.38,374.94,TYC,No,Halogen,Driver and Passenger Side,PARTSLINK Number,"MA2518127 , MA2519127",GS3L-51-0L0G,20-9026-01,20-9025-01,
PLX-M0-20-9026-01-9-CL360A55,For Mazda 6 2009 2010 Headlight Driver and Passenger Side Pair | CAPA | Halogen,"<b>Product Info:</b><br>- Brand: KarParts360<br>- Part: Headlights<br>- Position: Driver and Passenger Side<br>- Sold As Pair<br>- Bulb Type: Halogen<br>- Certification: CAPA Certified<br>- Lens Color: Clear<br>- Lens Material: Plastic<br>- Housing Material: Plastic<br><br><b>Product Interchange:</b><br>- Partslink Numbers: MA2518127, MA2519127<br>- OEM Numbers: GS3L510L0G, GS3L510K0G<br><br><b>Premium Aftermarket Replacement Parts:</b><br>- Exact fit to original equipment manufacturer<br>- All of our items are DOT and SAE certified<br><b><br><b>Made To Last:</b><br>- This item is constructed with high quality material and rigorously tested to ensure structural strength and integrity.<br><b><br>- Please confirm OEM # or Partslink # matches exactly before purchasing, otherwise, the item might not fit.<br><br>- To ensure a safe delivery, please note signature might be required for $200+ orders.",30.04,14.06,21.02,18.46,431.7,TYC,,Halogen,Driver and Passenger Side,PARTSLINK Number,"MA2518127 , MA2519127",GS3L-51-0L0G,20-9026-01-9,20-9025-01-9,
